code,categorie,numero_source,intitule,type_diplome,ies_sigles,nb_ies,profils_entree,nb_competences,competences,metiers,secteurs,url_source
LIC-093,Licence,93,Licence professionnelle en Réseaux et Cybersécurité,Licence professionnelle,UL,1,SE + SE-FA + SM,12,"1. Réaliser le câblage et l’architecture les réseaux
2. Configurer les routeurs et commutateurs
3. Mettre en œuvre l’adressage et le découpage les réseaux
4. Administrer les serveurs
5. Mettre en œuvre en place de pare-feu
6. Configurer les réseaux privés virtuels
7. Détecter les intrusions
8. Analyser le trafic réseau
9. Mettre en œuvre le réponse aux incidents de sécurité
10. Mettre en œuvre le sauvegarde et continuité de service
11. Réaliser l’audit de sécurité des systèmes
12. Rédiger des politiques de sécurité","1. Administrateur réseaux
2. Analyste en cybersécurité
3. Technicien SOC junior
4. Administrateur systèmes et sécurité
5. Chargé de la sécurité des systèmes d’information (junior)","— Réseaux et infrastructures —
• Services réseaux des entreprises et des administrations
• Entreprises d’installation et de câblage des réseaux
• Centres de données et services d’hébergement
— Cybersécurité et conformité —
• Services de sécurité des systèmes d’information
• Banques, assurances et opérateurs télécoms, en protection des données
• Cabinets d’audit et de conseil en cybersécurité
— Télécommunications et supervision —
• Opérateurs de télécommunications et fournisseurs d’accès
• Centres de supervision et de gestion des incidents
• Services de sauvegarde et de continuité d’activité
— Administration, formation et entrepreneuriat —
• Services publics chargés du numérique et de la cybersécurité
• Centres de formation en réseaux et sécurité
• Création d’entreprises de services et d’audit informatique",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-094,Licence,94,Licence professionnelle en Administration Publique,Licence professionnelle,UL,1,SE + SE-FA + SM,12,"1. Organiser l’administration de l’État
2. Appliquer le droit administratif appliqué
3. Assurer la rédaction administrative
4. Gérer les ressources humaines publiques
5. Élaborer le budget et finances publiques
6. Analyser les marchés publics
7. Gérer les services publics
8. Assurer l’accueil et la relation avec les usagers
9. Mettre en œuvre la modernisation et la simplification administrative
10. Mettre en œuvre l’archivage et la gestion documentaire
11. Respecter l’éthique et la déontologie du service public
12. Rédiger des rapports administratifs","1. Attaché d’administration publique
2. Chargé de gestion administrative
3. Chargé d’études en politiques publiques
4. Assistant de collectivité locale
5. Chargé de la commande publique","— Administration publique —
• Administrations centrales et services déconcentrés de l’État
• Services des ressources humaines et de la fonction publique
• Services de rédaction administrative et du contentieux
— Collectivités locales et services publics —
• Services administratifs des collectivités locales
• Établissements publics et agences autonomes
• Services d’accueil et de relation avec les usagers
— Marchés publics, budget et modernisation —
• Services des marchés publics et de la commande publique
• Services du budget et de la gestion financière
• Projets de modernisation et de simplification administrative
— Coopération, conseil et poursuite d’études —
• Projets et programmes des partenaires au développement
• Cabinets de conseil en gouvernance et en organisation
• Masters en administration publique et en management public",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-095,Licence,95,Licence professionnelle en Économie Statistique,Licence professionnelle,UL,1,SE + SE-FA + SM,12,"1. Conduire l’analyse économique appliquée
2. Construire des modèles économétriques
3. Analyser les séries temporelles
4. Établir la prévision économique
5. Traiter des données économiques
6. Utiliser les logiciels statistiques
7. Analyser la conjoncture
8. Calculer les indices et les agrégats
9. Évaluer les politiques publiques
10. Analyser les marchés et le prix
11. Interpréter les résultats chiffrés
12. Rédiger des notes économiques","1. Statisticien-économiste junior
2. Chargé d’études économiques et statistiques
3. Analyste de données socio-économiques
4. Chargé d’enquêtes
5. Chargé de suivi-évaluation","— Statistique et études économiques —
• Instituts de statistique et observatoires économiques
• Services d’études, de prévision et de conjoncture
• Services de production des indicateurs sectoriels
— Banque, assurance et finance —
• Banques centrales et banques commerciales
• Compagnies d’assurance et établissements de microfinance
• Services d’analyse quantitative et de gestion des risques
— Entreprises et marchés —
• Services d’études de marché et d’analyse de la clientèle
• Services de contrôle de gestion et de pilotage
• Cabinets d’études et de sondage
— Coopération, recherche et enseignement —
• Projets et programmes des partenaires au développement
• Laboratoires et centres de recherche en économie appliquée
• Universités et établissements d’enseignement, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-096,Licence,96,"Licence professionnelle en Droit Minier, Énergie et Environnement",Licence professionnelle,UL,1,SS + SS-FA,12,"1. Mettre en œuvre le code minier
2. Analyser les titres et permis miniers
3. Négocier les conventions minières
4. Appliquer la fiscalité du secteur extractif
5. Appliquer le droit de l’environnement
6. Assurer la conformité environnementale
7. Appliquer le droit de l’énergie et les concessions
8. Mettre en œuvre la responsabilité sociale des entreprises
9. Gérer les litiges avec les communautés
10. Assurer le suivi des obligations contractuelles
11. Appliquer le droit foncier et l’indemnisation
12. Rédiger des rapports de conformité","1. Juriste en droit minier
2. Chargé de conformité réglementaire en industrie extractive
3. Assistant juridique en énergie et environnement
4. Chargé des relations avec les communautés (volet juridique)
5. Chargé d’instruction des titres miniers","— Sociétés minières et extractives —
• Services juridiques et de conformité des sociétés minières
• Services des titres miniers et du suivi contractuel
• Services de relations avec les communautés riveraines
— Administration des mines, de l’énergie et de l’environnement —
• Services publics chargés des mines et de la géologie
• Services publics chargés de l’énergie et de l’environnement
• Structures de contrôle et d’inspection environnementale
— Conseil juridique et fiscalité —
• Cabinets d’avocats et de conseil juridique
• Services de fiscalité du secteur extractif
• Cabinets d’audit et de conformité réglementaire
— Société civile, coopération et recherche —
• Organisations non gouvernementales de gouvernance des ressources naturelles
• Projets et programmes de transparence du secteur extractif
• Universités et centres de recherche, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-097,Licence,97,Licence professionnelle en Communication et Relations Publiques,Licence professionnelle,ISIC,1,SS + SS-FA,12,"1. Élaborer le plan de communication
2. Analyser l’image de l’organisation
3. Rédiger les messages institutionnels
4. Entretenir les relations avec la presse
5. Organiser les conférences de presse
6. Assurer la communication interne
7. Organiser des événements
8. Gérer les réseaux sociaux
9. Assurer la communication de crise
10. Élaborer les supports de communication
11. Mesurer l’impact des actions
12. Gérer les relations avec les partenaires","1. Chargé de communication
2. Chargé de relations publiques
3. Attaché de presse
4. Chargé d’événementiel
5. Community manager","— Communication institutionnelle —
• Services de communication des administrations et des collectivités
• Services de communication des entreprises et des banques
• Services de relations presse et de porte
— parolat. —
• Agences et relations publiques —
• Agences de communication et de relations publiques
• Structures d’organisation d’événements et de salons
• Services de communication numérique et de gestion des réseaux sociaux
— Médias et production de contenus —
• Rédactions de presse, de radio et de télévision
• Structures de production de contenus institutionnels
• Services de veille et d’analyse de l’image
— Société civile, formation et entrepreneuriat —
• Organisations non gouvernementales, en communication et plaidoyer
• Centres de formation en communication
• Création d’agences de communication",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-098,Licence,98,Licence professionnelle en Production de Contenus Numériques,Licence professionnelle,ISIC,1,SS + SS-FA,12,"1. Assurer la préparation et la correction des manuscrits
2. Mettre en œuvre en page et maquette
3. Assurer la conception graphique des ouvrages
4. Produire des livres numériques
5. Assurer la rédaction et l’édition de contenus internet
6. Conduire la production audiovisuelle courte
7. Gérer les droits d’auteur
8. Assurer la diffusion et la distribution numériques
9. Référencer les contenus
10. Gérer les projets éditoriaux
11. Entretenir la relation avec les auteurs
12. Mettre en œuvre le contrôla qualité des publications","1. Producteur de contenus numériques
2. Motion designer junior
3. Créateur de contenus audiovisuels
4. Chargé de production éditoriale web
5. Monteur-infographiste","— Production de contenus numériques —
• Structures de production de contenus web, audio et vidéo
• Agences numériques et studios de création
• Services de gestion des plateformes et des réseaux sociaux
— Édition et médias —
• Maisons d’édition et services de production de livres numériques
• Médias en ligne et rédactions numériques
• Services de mise en page et de conception graphique
— Communication des organisations —
• Services de communication numérique des entreprises et des institutions
• Services de référencement et de diffusion en ligne
• Projets de valorisation numérique des contenus
— Culture, formation et entrepreneuriat —
• Structures culturelles, en production et diffusion numériques
• Centres de formation en création numérique
• Création de studios et d’agences de contenus",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-099,Licence,99,Licence professionnelle en Marketing et Communication Digitale,Licence professionnelle,ISIC,1,SS + SS-FA,12,"1. Analyser le marché et analyse des besoins
2. Élaborer la stratégie de marque
3. Créer le contenus numériques
4. Gérer les réseaux sociaux
5. Concevoir la publicité en ligne et campagnes payantes
6. Référencer les sites internet
7. Mettre en œuvre le courriel commercial et la fidélisation
8. Analyser les statistiques de fréquentation
9. Gérer la relation client
10. Pratiquer le commerce électronique
11. Assurer la communication de crise en ligne
12. Élaborer le plan de communication","1. Chargé de marketing digital
2. Community manager
3. Chargé de campagnes publicitaires en ligne
4. Chargé de référencement et d’analyse d’audience
5. Chef de projet communication digitale","— Marketing et communication numérique —
• Services marketing des entreprises et des banques
• Agences de marketing digital et de publicité
• Services de gestion de la marque et de la relation client
— Commerce en ligne et distribution —
• Plateformes de commerce électronique
• Enseignes de distribution et réseaux commerciaux
• Services de vente et de prospection en ligne
— Médias sociaux et contenus —
• Structures de gestion des communautés en ligne
• Studios de création de contenus publicitaires
• Services d’analyse des performances numériques
— Télécoms, formation et entrepreneuriat —
• Opérateurs de télécommunications et fournisseurs de services numériques
• Centres de formation en marketing digital
• Création d’agences de marketing et de communication",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-100,Licence,100,Licence professionnelle en Journalisme,Licence professionnelle,ISIC,1,SS + SS-FA,12,"1. Conduire la recherche et la vérification de l’information
2. Mettre en œuvre les techniques d’interview
3. Rédiger des articles de presse
4. Mettre en œuvre le reportage de terrain
5. Écrire pour la radio
6. Écrire pour la télévision
7. Assurer la présentation de journaux parlés
8. Réaliser la prise de son et le vue
9. Réaliser le montage audio et vidéo
10. Mettre en œuvre le journalisme numérique et réseaux sociaux
11. Respecter la déontologie et droit de la presse
12. Conduire l’enquête et le journalisme d’investigation","1. Journaliste rédacteur
2. Journaliste reporter d’images
3. Présentateur / animateur radio-télévision
4. Secrétaire de rédaction
5. Journaliste web","— Presse et médias —
• Rédactions de presse écrite, de radio et de télévision
• Médias en ligne et agences de presse
• Services de reportage et de production d’émissions
— Communication et institutions —
• Services de communication des administrations et des entreprises
• Services de relations presse et d’attaché de presse
• Organisations non gouvernementales et internationales, en communication
— Production audiovisuelle et numérique —
• Structures de production audiovisuelle
• Services de montage, de captation et de diffusion
• Médias sociaux et plateformes de contenus
— Formation, recherche et entrepreneuriat —
• Centres de formation en journalisme
• Projets de recherche sur les médias et la déontologie
• Création de médias et de structures de production",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-101,Licence,101,Licence professionnelle en Planification Territoriale et Villes Durables,Licence professionnelle,UK,1,SS + SS-FA,12,"1. Établir le diagnostic territorial
2. Élaborer les documents de planification
3. Concevoir l’aménagement urbain et le zonage
4. Assurer la gestion foncière et cadastre
5. Utiliser les systèmes d’information géographique
6. Planifier les réseaux et les équipements
7. Organiser la mobilité et transports urbains
8. Gérer les déchets urbains
9. Conduire la concertation avec les populations
10. Assurer l’intégration l’enjeux climatiques
11. Monter des projets urbains
12. Rédiger les rapports de planification","1. Chargé de planification territoriale
2. Chargé d’études en urbanisme durable
3. Chargé de projets villes durables
4. Assistant de maîtrise d’ouvrage urbaine
5. Chargé de mission en collectivité locale","— Planification territoriale —
• Services d’aménagement du territoire et d’urbanisme
• Services techniques et de planification des collectivités locales
• Agences d’aménagement et de développement urbain
— Villes durables et environnement —
• Projets de villes durables et de résilience climatique
• Services de gestion des déchets et de l’assainissement urbain
• Services de mobilité et de transports urbains
— Bureaux d’études et foncier —
• Bureaux d’études en planification et en aménagement
• Services de gestion foncière et cadastrale
• Structures d’information géographique
— Coopération, recherche et entrepreneuriat —
• Projets et programmes urbains des partenaires au développement
• Observatoires urbains et centres de recherche
• Création de bureaux d’études en urbanisme",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-102,Licence,102,Licence professionnelle en Diplomatie et Coopération Internationale,Licence professionnelle,UK,1,SS + SS-FA,12,"1. Analyser les relations internationales
2. Appliquer le droit et institutions internationales
3. Mettre en œuvre les techniques de négociation
4. Mettre en œuvre le protocole et la correspondance diplomatique
5. Monter des projets de coopération
6. Rechercher des financements internationaux
7. Assurer le suivi et l’évaluation des projets de coopération
8. Pratiquer les langues étrangères
9. Conduire l’analyse géopolitique régionale
10. Gérer les partenariats internationaux
11. Assurer la communication interculturelle
12. Rédiger des rapports de coopération","1. Attaché diplomatique (après concours)
2. Chargé de coopération internationale
3. Chargé de programmes en organisation internationale
4. Assistant de relations internationales
5. Chargé de protocole","— Diplomatie et affaires étrangères —
• Services des affaires étrangères et représentations diplomatiques
• Services du protocole et de la correspondance diplomatique
• Services de négociation et de suivi des accords
— Organisations internationales et coopération —
• Organisations internationales et régionales
• Agences de coopération et partenaires au développement
• Services de mobilisation des financements internationaux
— Société civile et organisations non gouvernementales —
• Organisations non gouvernementales internationales
• Projets de coopération et de développement
• Structures de médiation et de prévention des conflits
— Entreprises, recherche et enseignement —
• Services des relations internationales des entreprises
• Centres d’études géopolitiques et de recherche
• Universités et établissements d’enseignement, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-103,Licence,103,Licence professionnelle en Statistiques du Développement,Licence professionnelle,UK,1,SE + SE-FA + SM,12,"1. Concevoir des questionnaires d’enquête
2. Mettre en œuvre les techniques d’échantillonnage
3. Collecter des données sur le terrain
4. Assurer la saisie et l’apurement des données
5. Conduire l’analyse statistique descriptive
6. Conduire l’analyse statistique avancée
7. Construire des indicateurs de développement
8. Utiliser les logiciels statistiques
9. Réaliser la cartographie des résultats statistiques
10. Assurer le suivi et l’évaluation des programmes
11. Réaliser l’interprétation et la restitution des résultats
12. Rédiger des rapports statistiques","1. Statisticien du développement
2. Chargé d’enquêtes et de collecte de données
3. Analyste de données de développement
4. Chargé de suivi-évaluation
5. Gestionnaire de bases de données statistiques","— Statistique du développement —
• Instituts de statistique et services statistiques sectoriels
• Services de suivi et évaluation des programmes
• Observatoires du développement (santé, éducation, emploi)
— Enquêtes et collecte de données —
• Cabinets d’études, de sondage et d’enquête
• Projets de recensement et d’enquêtes nationales
• Services de traitement et d’apurement des données
— Coopération et société civile —
• Projets et programmes des partenaires au développement
• Organisations non gouvernementales, en suivi des indicateurs
• Organisations internationales et agences spécialisées
— Entreprises, recherche et enseignement —
• Services d’analyse de données des entreprises et des banques
• Laboratoires et centres de recherche appliquée
• Établissements d’enseignement, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-104,Licence,104,Licence professionnelle en Musique,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM + SS + SS-FA,12,"1. Développer le pratique instrumentale
2. Mettre en œuvre le technique vocale et chant
3. Pratiquer la lecture et l’écriture musicales
4. Former l’oreille musicale
5. Mettre en œuvre l’harmonie et l’arrangement
6. Développer le pratique d’ensemble et orchestre
7. Mettre en œuvre le répertoire des musiques traditionnelles
8. Assurer l’enregistrement en studio
9. Mettre en œuvre la sonorisation des spectacles
10. Réaliser la composition musicale
11. Mettre en œuvre la direction de groupe musical
12. Organiser des concerts","1. Musicien interprète
2. Professeur de musique
3. Chef de chœur ou d’ensemble
4. Arrangeur et compositeur
5. Chargé de production musicale","— Pratique musicale et spectacle —
• Orchestres, ensembles et groupes musicaux
• Structures de production de spectacles et de concerts
• Activités d’artiste interprète et de musicien de scène
— Enseignement musical —
• Écoles de musique et conservatoires
• Établissements scolaires, en éducation musicale
• Centres et ateliers de formation artistique
— Studios et production audiovisuelle —
• Studios d’enregistrement et de mixage
• Services de sonorisation et de régie
• Structures de production musicale et de composition
— Culture, médias et entrepreneuriat —
• Centres culturels et festivals
• Médias, en animation et production musicale
• Création de studios et de structures de production",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-105,Licence,105,Licence professionnelle en Musicologie,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM + SS + SS-FA,12,"1. Analyser les œuvres musicales
2. Analyser l’histoire de la musique
3. Analyser les musiques traditionnelles
4. Organiser le collecte et l’enregistrement de terrain
5. Transcrire les musiques orales
6. Mettre en œuvre l’organologie et étude des instruments
7. Appliquer la méthodologie de la recherche musicale
8. Archiver les documents sonores
9. Exercer le critique et la médiation musicales
10. Enseigner la musique
11. Valoriser le patrimoine musical
12. Rédiger des études musicologiques","1. Musicologue
2. Chercheur en patrimoine musical
3. Enseignant de musicologie
4. Chargé de collecte et d’archivage musical
5. Critique et médiateur musical","— Recherche et patrimoine musical —
• Laboratoires et centres de recherche en musicologie
• Projets de collecte et de sauvegarde des musiques traditionnelles
• Archives et phonothèques
— Enseignement et transmission —
• Écoles de musique et conservatoires
• Universités et établissements d’enseignement, notamment après poursuite d’études
• Centres de formation artistique
— Culture, médias et édition —
• Centres culturels et structures de programmation
• Médias, en critique et chronique musicales
• Édition musicale et production de contenus
— Administration culturelle et coopération —
• Services publics chargés de la culture et du patrimoine
• Projets de valorisation du patrimoine immatériel
• Organisations internationales et organisations non gouvernementales culturelles",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-106,Licence,106,Licence professionnelle en Arts Plastiques,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM,12,"1. Réaliser le dessin et techniques graphiques
2. Mettre en œuvre la peinture et travail de la couleur
3. Mettre en œuvre la sculpture et le modelage
4. Mettre en œuvre la gravure et estampe
5. Réaliser la composition et la théorie de l’image
6. Mettre en œuvre les techniques mixtes et matériaux
7. Créer des œuvres personnelles
8. Analyser l’histoire de l’art
9. Concevoir la scénographie d’exposition
10. Assurer la médiation artistique
11. Mettre en œuvre la photographie de la production artistique
12. Gérer l’un atelier d’artiste","1. Artiste plasticien
2. Enseignant d’arts plastiques
3. Médiateur culturel en arts visuels
4. Chargé d’exposition
5. Illustrateur","— Création artistique —
• Ateliers d’artiste et studios de création
• Galeries d’art et espaces d’exposition
• Structures de production d’œuvres et de commandes publiques
— Enseignement et médiation —
• Établissements scolaires, en arts plastiques
• Écoles d’art et centres de formation artistique
• Services de médiation culturelle des musées
— Culture et événementiel —
• Centres culturels, musées et festivals
• Structures de scénographie et d’aménagement d’expositions
• Projets de décoration et de fresques urbaines
— Entrepreneuriat et industries créatives —
• Création d’ateliers et de galeries
• Agences de communication et studios graphiques
• Projets d’artisanat d’art et de design",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-107,Licence,107,Licence professionnelle en Arts Appliqués,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM,12,"1. Réaliser le dessin technique et croquis
2. Concevoir des produits
3. Concevoir le design graphique
4. Concevoir le design d’objets et d’artisanat
5. Choisir les matériaux et les finitions
6. Assurer la conception assistée par ordinateur
7. Réaliser le prototypage et maquettes
8. Concevoir le design textile et motifs
9. Concevoir le design d’espace et d’aménagement
10. Valoriser l’artisanat local
11. Gérer le projet de création
12. Assurer la présentation des projets aux clients","1. Designer graphique
2. Designer produit / artisanat d’art
3. Infographiste
4. Chargé de création publicitaire
5. Concepteur de supports visuels","— Design et industries créatives —
• Studios de design graphique et de produits
• Agences de communication et de publicité
• Ateliers de création d’objets et de mobilier
— Artisanat et production —
• Ateliers d’artisanat d’art et de design textile
• Unités de fabrication et de prototypage
• Structures de valorisation de l’artisanat local
— Commerce, culture et événementiel —
• Enseignes commerciales, en aménagement et identité visuelle
• Structures culturelles et scénographie d’exposition
• Organisation de salons et d’événements
— Enseignement et entrepreneuriat —
• Écoles d’art et centres de formation en arts appliqués
• Établissements scolaires, en enseignement artistique
• Création de studios et d’ateliers de design",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-108,Licence,108,Licence professionnelle en Cinéma,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM,12,"1. Écrire le scénario
2. Mettre en œuvre le découpage technique et story-board
3. Mettre en œuvre la réalisation et la direction d’acteurs
4. Assurer le cadrage et prise de vues
5. Assurer l’éclairage de tournage
6. Réaliser la prise de son au tournage
7. Réaliser le montage image
8. Réaliser le montage son et le mixage
9. Réaliser l’étalonnage et post-production
10. Assurer l’organisation et la régie de tournage
11. Conduire la production et budget de film
12. Assurer la diffusion et la distribution des films","1. Réalisateur
2. Assistant réalisateur
3. Scénariste
4. Monteur
5. Chargé de production cinématographique","— Production et réalisation —
• Sociétés de production cinématographique
• Équipes de tournage (réalisation, régie, image, son)
• Structures de production de courts et longs métrages
— Télévision et plateformes —
• Chaînes de télévision et sociétés de production audiovisuelle
• Plateformes de diffusion de contenus
• Services de post
— production et de montage. —
• Publicité et institutions —
• Agences de publicité, en production de films institutionnels
• Services de communication audiovisuelle des organisations
• Organisations non gouvernementales, en films de sensibilisation
— Diffusion, formation et entrepreneuriat —
• Festivals, salles de cinéma et structures de diffusion
• Centres de formation aux métiers du cinéma
• Création de sociétés de production",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-109,Licence,109,Licence professionnelle en Audiovisuel,Licence professionnelle,ISAMK Dubr.,1,SE + SE-FA + SM,12,"1. Réaliser la prise de vues vidéo
2. Réaliser la prise de son et la sonorisation
3. Assurer l’éclairage de plateau
4. Réaliser le montage vidéo
5. Mettre en œuvre le mixage et le traitement du son
6. Réaliser des reportages
7. Mettre en œuvre la régie de plateau télévisé
8. Diffuser en direct
9. Mettre en œuvre l’habillage graphique et l’animation
10. Assurer la maintenance des équipements audiovisuels
11. Assurer l’écriture et conduite d’émission
12. Gérer les archives audiovisuelles","1. Technicien audiovisuel
2. Cadreur et opérateur de prise de vues
3. Ingénieur du son junior
4. Monteur audiovisuel
5. Chargé de production TV et web","— Télévision et radio —
• Chaînes de télévision et stations de radio
• Services de captation, de régie et de diffusion
• Équipes de reportage et de production d’émissions
— Production et post —
• production —
• Sociétés de production audiovisuelle
• Studios de montage, de mixage et d’habillage graphique
• Services de production de contenus pour les plateformes
— Communication et événementiel —
• Services de communication audiovisuelle des entreprises et institutions
• Structures de sonorisation et de captation d’événements
• Agences de publicité et de contenus
— Maintenance, formation et entrepreneuriat —
• Services de maintenance des équipements audiovisuels
• Centres de formation aux métiers de l’audiovisuel
• Création de studios et de sociétés de production",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-110,Licence,110,Licence professionnelle en Arts Dramatiques,Licence professionnelle,ISAMK Dubr.,1,SS + SS-FA,12,"1. Mettre en œuvre le jeu d’acteur et l’interprétation
2. Mettre en œuvre les techniques vocales et la diction
3. Développer l’expression corporelle et le mouvement
4. Mettre en œuvre l’improvisation théâtrale
5. Conduire l’analyse dramaturgique des textes
6. Mettre en œuvre en scène
7. Concevoir la scénographie et décors
8. Mobiliser les costumes et le maquillage de scène
9. Assurer l’éclairage et son de spectacle
10. Mettre en œuvre le théâtre pour le développement communautaire
11. Animer des ateliers de théâtre
12. Assurer l’organisation et la production de spectacles","1. Comédien
2. Metteur en scène
3. Animateur d’ateliers théâtre
4. Professeur d’art dramatique
5. Chargé de production de spectacle vivant","— Théâtre et spectacle vivant —
• Compagnies théâtrales et troupes
• Structures de production et de diffusion de spectacles
• Métiers de comédien, de mise en scène et de scénographie
— Audiovisuel et doublage —
• Sociétés de production télévisuelle et cinématographique
• Studios de doublage et de voix off
• Projets de production de séries et de fictions
— Éducation et animation —
• Établissements scolaires, en activités théâtrales
• Centres culturels et ateliers d’expression
• Projets de théâtre pour le développement et la sensibilisation
— Culture, formation et entrepreneuriat —
• Festivals et structures de programmation
• Écoles et centres de formation artistique
• Création de compagnies et de structures de production",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-111,Licence,111,Licence professionnelle en Culture,Licence professionnelle,ISAMK Dubr.,1,SS + SS-FA,12,"1. Analyser les politiques culturelles
2. Monter des projets culturels
3. Gérer les équipements culturels
4. Mettre en œuvre la programmation artistique
5. Organiser des événements culturels
6. Assurer la médiation culturelle auprès des publics
7. Valoriser le patrimoine culturel
8. Rechercher des financements culturels
9. Assurer la communication des projets culturels
10. Assurer la gestion administrative des structures culturelles
11. Mettre en œuvre la coopération culturelle
12. Évaluer les actions culturelles","1. Chargé de projets culturels
2. Administrateur d’équipement culturel
3. Chargé de programmation artistique
4. Médiateur culturel
5. Chargé de politiques culturelles en collectivité","— Administration culturelle —
• Services publics chargés de la culture et du patrimoine
• Services culturels des collectivités locales
• Établissements culturels publics et espaces d’exposition
— Projets et médiation culturelle —
• Structures de montage de projets culturels
• Centres culturels, médiathèques et musées
• Services de médiation et d’action culturelle
— Événementiel et industries créatives —
• Festivals et structures d’organisation d’événements
• Sociétés de production et de programmation artistique
• Agences de communication culturelle
— Coopération, recherche et entrepreneuriat —
• Organisations internationales et organisations non gouvernementales culturelles
• Observatoires et centres d’études culturelles
• Création de structures et d’entreprises culturelles",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-112,Licence,112,Licence professionnelle en Gestion de l’Eau et de l’Environnement,Licence professionnelle,UZ,1,SE + SE-FA + SM,12,"1. Évaluer les ressources en eau
2. Analyser la qualité de l’eau
3. Assurer le traitement et la potabilisation de l’eau
4. Gérer les réseaux d’adduction d’eau
5. Concevoir et dimensionner un système d’adduction d’eau potable
6. Élaborer un schéma directeur de gestion intégrée des ressources en eau
7. Assurer le suivi et le contrôle de la qualité des eaux distribuées
8. Concevoir les ouvrages d’assainissement et de traitement des eaux usées
9. Appliquer le code de l’eau et la réglementation environnementale
10. Gérer l’exploitation technique et commerciale d’un service d’eau
11. Mobiliser les communautés autour de la gestion durable de l’eau
12. Rédiger les rapports techniques et les dossiers de projet","1. Chargé de gestion des ressources en eau
2. Technicien de traitement et de potabilisation
3. Chargé d’exploitation de réseau d’adduction
4. Chargé d’études qualité de l’eau
5. Chargé de projets eau et assainissement","— Eau potable et assainissement —
• Sociétés de production et de distribution d’eau potable
• Projets d’adduction d’eau et de forages
• Services d’assainissement et de traitement des eaux usées
— Environnement et collectivités —
• Services publics chargés de l’eau et de l’environnement
• Services techniques des collectivités locales
• Structures de gestion intégrée des ressources en eau
— Laboratoires et contrôle qualité —
• Laboratoires d’analyse de la qualité de l’eau
• Services de contrôle sanitaire des points d’eau
• Services de suivi environnemental des industries et des mines
— Projets, coopération et entrepreneuriat —
• Projets et programmes des partenaires au développement
• Organisations non gouvernementales du secteur eau, hygiène et assainissement
• Création d’entreprises de forage et de services d’eau",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
